Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0-freorder-blocks,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fshrink-wrap,0,0.0%,0,0.0%,1,0.0%,0,0.0%,1,100.0%,1,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fsplit-wide-types,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fssa-phiopt,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-bit-ccp,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-builtin-call-dce,0,0.0%,1,100.0%,1,0.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-ccp,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-ch,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-coalesce-vars,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,4,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-copy-prop,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-dce,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-dominator-opts,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-dse,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-fre,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-pta,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-sink,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-slsr,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-sra,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-ftree-ter,0,0.0%,0,0.0%,3,66.7%,0,0.0%,0,0.0%,2,100.0%,2,100.0%,0,0.0%,0,0.0%,0,0.0%
